
postal_code,flink,rewe,knuspr,picnic
20813,True,False,False,False
20814,True,False,False,False
20815,True,False,False,False
20816,True,False,False,False
20817,True,False,False,False
20818,True,False,False,False
20819,True,False,False,False
20820,True,False,False,False
20821,True,False,False,False
20822,True,False,False,False
20823,True,False,False,False
20824,True,False,False,False
20825,True,False,False,False
20826,True,False,False,False
20827,True,False,False,False
20828,True,False,False,False
20829,True,False,False,False
20830,True,False,False,False
20831,True,False,False,False
20832,True,False,False,False
20833,True,False,False,False
20834,True,False,False,False
20835,True,False,False,False
20836,True,False,False,False
20837,True,False,False,False
20838,True,False,False,False
20839,True,False,False,False
20840,True,False,False,False
20841,True,False,False,False
20842,True,False,False,False
20843,True,False,False,False
20844,True,False,False,False
20845,True,False,False,False
20846,True,False,False,False
20847,True,False,False,False
20848,True,False,False,False
20849,True,False,False,False
20850,True,False,False,False
20851,True,False,False,False
20852,True,False,False,False
20853,True,False,False,False
20854,True,False,False,False
20855,True,False,False,False
20856,True,False,False,False
20857,True,False,False,False
20858,True,False,False,False
20859,True,False,False,False
20860,True,False,False,False
20861,True,False,False,False
20862,True,False,False,False
20863,True,False,False,False
20864,True,False,False,False
20865,True,False,False,False
20866,True,False,False,False
20867,True,False,False,False
20868,True,False,False,False
20869,True,False,False,False
20870,True,False,False,False
20871,True,False,False,False
20872,True,False,False,False
20873,True,False,False,False
20874,True,False,False,False
20875,True,False,False,False
20876,True,False,False,False
20877,True,False,False,False
20878,True,False,False,False
20879,True,False,False,False
20880,True,False,False,False
20881,True,False,False,False
20882,True,False,False,False
20883,True,False,False,False
20884,True,False,False,False
20885,True,False,False,False
20886,True,False,False,False
20887,True,False,False,False
20888,True,False,False,False
20889,True,False,False,False
20890,True,False,False,False
20891,True,False,False,False
20892,True,False,False,False
20893,True,False,False,False
20894,True,False,False,False
20895,True,False,False,False
20896,True,False,False,False
20897,True,False,False,False
20898,True,False,False,False
20899,True,False,False,False
20900,True,False,False,False
20901,True,False,False,False
20902,True,False,False,False
20903,True,False,False,False
20904,True,False,False,False
20905,True,False,False,False
20906,True,False,False,False
20907,True,False,False,False
20908,True,False,False,False
20909,True,False,False,False
20910,True,False,False,False
20911,True,False,False,False
20912,True,False,False,False
20913,True,False,False,False
20914,True,False,False,False
20915,True,False,False,False
20916,True,False,False,False
20917,True,False,False,False
20918,True,False,False,False
20919,True,False,False,False
20920,True,False,False,False
20921,True,False,False,False
20922,True,False,False,False
20923,True,False,False,False
20924,True,False,False,False
20925,True,False,False,False
20926,True,False,False,False
20927,True,False,False,False
20928,True,False,False,False
20929,True,False,False,False
20930,True,False,False,False
20931,True,False,False,False
20932,True,False,False,False
20933,True,False,False,False
20934,True,False,False,False
20935,True,False,False,False
20936,True,False,False,False
20937,True,False,False,False
20938,True,False,False,False
20939,True,False,False,False
20940,True,False,False,False
20941,True,False,False,False
20942,True,False,False,False
20943,True,False,False,False
20944,True,False,False,False
20945,True,False,False,False
20946,True,False,False,False
20947,True,False,False,False
20948,True,False,False,False
20949,True,False,False,False
20950,True,False,False,False
20951,True,False,False,False
20952,True,False,False,False
20953,True,False,False,False
20954,True,False,False,False
20955,True,False,False,False
20956,True,False,False,False
20957,True,False,False,False
20958,True,False,False,False
20959,True,False,False,False
20960,True,False,False,False
20961,True,False,False,False
20962,True,False,False,False
20963,True,False,False,False
20964,True,False,False,False
20965,True,False,False,False
20966,True,False,False,False
20967,True,False,False,False
20968,True,False,False,False
20969,True,False,False,False
20970,True,False,False,False
20971,True,False,False,False
20972,True,False,False,False
20973,True,False,False,False
20974,True,False,False,False
20975,True,False,False,False
20976,True,False,False,False
20977,True,False,False,False
20978,True,False,False,False
20979,True,False,False,False
20980,True,False,False,False
20981,True,False,False,False
20982,True,False,False,False
20983,True,False,False,False
20984,True,False,False,False
20985,True,False,False,False
20986,True,False,False,False
20987,True,False,False,False
20988,True,False,False,False
20989,True,False,False,False
20990,True,False,False,False
20991,True,False,False,False
20992,True,False,False,False
20993,True,False,False,False
20994,True,False,False,False
20995,True,False,False,False
20996,True,False,False,False
20997,True,False,False,False
20998,True,False,False,False
20999,True,False,False,False
21000,True,False,False,False
21001,True,False,False,False
21002,True,False,False,False
21003,True,False,False,False
21004,True,False,False,False
21005,True,False,False,False
21006,True,False,False,False
21007,True,False,False,False
21008,True,False,False,False
21009,True,False,False,False
21010,True,False,False,False
21011,True,False,False,False
21012,True,False,False,False
21013,True,False,False,False
21014,True,False,False,False
21015,True,False,False,False
21016,True,False,False,False
21017,True,False,False,False
21018,True,False,False,False
21019,True,False,False,False
21020,True,False,False,False
21021,True,False,False,False
21022,True,False,False,False
21023,True,False,False,False
21024,True,False,False,False
21025,True,False,False,False
21026,True,False,False,False
21027,True,False,False,False
21028,True,False,False,False
21029,True,False,False,False
21030,True,False,False,False
21031,True,False,False,False
21032,True,False,False,False
21033,True,False,False,False
21034,True,False,False,False
21035,True,False,False,False
21036,True,False,False,False
21037,True,False,False,False
21038,True,False,False,False
21039,True,False,False,False
21040,True,False,False,False
21041,True,False,False,False
21042,True,False,False,False
21043,True,False,False,False
21044,True,False,False,False
21045,True,False,False,False
21046,True,False,False,False
21047,True,False,False,False
21048,True,False,False,False
21049,True,False,False,False
21050,True,False,False,False
21051,True,False,False,False
21052,True,False,False,False
21053,True,False,False,False
21054,True,False,False,False
21055,True,False,False,False
21056,True,False,False,False
21057,True,False,False,False
21058,True,False,False,False
21059,True,False,False,False
21060,True,False,False,False
21061,True,False,False,False
21062,True,False,False,False
21063,True,False,False,False
21064,True,False,False,False
21065,True,False,False,False
21066,True,False,False,False
21067,True,False,False,False
21068,True,False,False,False
21069,True,False,False,False
21070,True,False,False,False
21071,True,False,False,False
21072,True,False,False,False
21073,True,False,False,False
21074,True,False,False,False
21075,True,False,False,False
21076,True,False,False,False
21077,True,False,False,False
21078,True,False,False,False
21079,True,False,False,False
21080,True,False,False,False
21081,True,False,False,False
21082,True,False,False,False
21083,True,False,False,False
21084,True,False,False,False
21085,True,False,False,False
21086,True,False,False,False
21087,True,False,False,False
21088,True,False,False,False
21089,True,False,False,False
21090,True,False,False,False
21091,True,False,False,False
21092,True,False,False,False
21093,True,False,False,False
21094,True,False,False,False
21095,True,False,False,False
21096,True,False,False,False
21097,True,False,False,False
21098,True,False,False,False
21099,True,False,False,False
21100,True,False,False,False
21101,True,False,False,False
21102,True,False,False,False
21103,True,False,False,False
21104,True,False,False,False
21105,True,False,False,False
21106,True,False,False,False
21107,True,False,False,False
21108,True,False,False,False
21109,True,False,False,False
21110,True,False,False,False
21111,True,False,False,False
21112,True,False,False,False
21113,True,False,False,False
21114,True,False,False,False
21115,True,False,False,False
21116,True,False,False,False
21117,True,False,False,False
21118,True,False,False,False
21119,True,False,False,False
21120,True,False,False,False
21121,True,False,False,False
21122,True,False,False,False
21123,True,False,False,False
21124,True,False,False,False
21125,True,False,False,False
21126,True,False,False,False
21127,True,False,False,False
21128,True,False,False,False
21129,True,False,False,False
21130,True,False,False,False
21131,True,False,False,False
21132,True,False,False,False
21133,True,False,False,False
21134,True,False,False,False
21135,True,False,False,False
21136,True,False,False,False
21137,True,False,False,False
21138,True,False,False,False
21139,True,False,False,False
21140,True,False,False,False
21141,True,False,False,False
21142,True,False,False,False
21143,True,False,False,False
21144,True,False,False,False
21145,True,False,False,False
21146,True,False,False,False
21147,True,False,False,False
21148,True,False,False,False
21149,True,False,False,False
21150,True,False,False,False
21151,True,False,False,False
21152,True,False,False,False
21153,True,False,False,False
21154,True,False,False,False
21155,True,False,False,False
21156,True,False,False,False
21157,True,False,False,False
21158,True,False,False,False
21159,True,False,False,False
21160,True,False,False,False
21161,True,False,False,False
21162,True,False,False,False
21163,True,False,False,False
21164,True,False,False,False
21165,True,False,False,False
21166,True,False,False,False
21167,True,False,False,False
21168,True,False,False,False
21169,True,False,False,False
21170,True,False,False,False
21171,True,False,False,False
21172,True,False,False,False
21173,True,False,False,False
21174,True,False,False,False
21175,True,False,False,False
21176,True,False,False,False
21177,True,False,False,False
21178,True,False,False,False
21179,True,False,False,False
21180,True,False,False,False
21181,True,False,False,False
21182,True,False,False,False
21183,True,False,False,False
21184,True,False,False,False
21185,True,False,False,False
21186,True,False,False,False
21187,True,False,False,False
21188,True,False,False,False
21189,True,False,False,False
21190,True,False,False,False
21191,True,False,False,False
21192,True,False,False,False
21193,True,False,False,False
21194,True,False,False,False
21195,True,False,False,False
21196,True,False,False,False
21197,True,False,False,False
21198,True,False,False,False
21199,True,False,False,False
21200,True,False,False,False
21201,True,False,False,False
21202,True,False,False,False
21203,True,False,False,False
21204,True,False,False,False
21205,True,False,False,False
21206,True,False,False,False
21207,True,False,False,False
21208,True,False,False,False
21209,True,False,False,False
21210,True,False,False,False
21211,True,False,False,False
21212,True,False,False,False
21213,True,False,False,False
21214,True,False,False,False
21215,True,False,False,False
21216,True,False,False,False
21217,True,False,False,False
21218,True,False,False,False
21219,True,False,False,False
21220,True,False,False,False
21221,True,False,False,False
21222,True,False,False,False
21223,True,False,False,False
21224,True,False,False,False
21225,True,False,False,False
21226,True,False,False,False
21227,True,False,False,False
21228,True,False,False,False
21229,True,False,False,False
21230,True,False,False,False
21231,True,False,False,False
21232,True,False,False,False
21233,True,False,False,False
21234,True,False,False,False
21235,True,False,False,False
21236,True,False,False,False
21237,True,False,False,False
21238,True,False,False,False
21239,True,False,False,False
21240,True,False,False,False
21241,True,False,False,False
21242,True,False,False,False
21243,True,False,False,False
21244,True,False,False,False
21245,True,False,False,False
21246,True,False,False,False
21247,True,False,False,False
21248,True,False,False,False
21249,True,False,False,False
21250,True,False,False,False
21251,True,False,False,False
21252,True,False,False,False
21253,True,False,False,False
21254,True,False,False,False
21255,True,False,False,False
21256,True,False,False,False
21257,True,False,False,False
21258,True,False,False,False
21259,True,False,False,False
21260,True,False,False,False
21261,True,False,False,False
21262,True,False,False,False
21263,True,False,False,False
21264,True,False,False,False
21265,True,False,False,False
21266,True,False,False,False
21267,True,False,False,False
21268,True,False,False,False
21269,True,False,False,False
21270,True,False,False,False
21271,True,False,False,False
21272,True,False,False,False
21273,True,False,False,False
21274,True,False,False,False
21275,True,False,False,False
21276,True,False,False,False
21277,True,False,False,False
21278,True,False,False,False
21279,True,False,False,False
21280,True,False,False,False
21281,True,False,False,False
21282,True,False,False,False
21283,True,False,False,False
21284,True,False,False,False
21285,True,False,False,False
21286,True,False,False,False
21287,True,False,False,False
21288,True,False,False,False
21289,True,False,False,False
21290,True,False,False,False
21291,True,False,False,False
21292,True,False,False,False
21293,True,False,False,False
21294,True,False,False,False
21295,True,False,False,False
21296,True,False,False,False
21297,True,False,False,False
21298,True,False,False,False
21299,True,False,False,False
21300,True,False,False,False
21301,True,False,False,False
21302,True,False,False,False
21303,True,False,False,False
21304,True,False,False,False
21305,True,False,False,False
21306,True,False,False,False
21307,True,False,False,False
21308,True,False,False,False
21309,True,False,False,False
21310,True,False,False,False
21311,True,False,False,False
21312,True,False,False,False
21313,True,False,False,False
21314,True,False,False,False
21315,True,False,False,False
21316,True,False,False,False
21317,True,False,False,False
21318,True,False,False,False
21319,True,False,False,False
21320,True,False,False,False
21321,True,False,False,False
21322,True,False,False,False
21323,True,False,False,False
21324,True,False,False,False
21325,True,False,False,False
21326,True,False,False,False
21327,True,False,False,False
21328,True,False,False,False
21329,True,False,False,False
21330,True,False,False,False
21331,True,False,False,False
21332,True,False,False,False
21333,True,False,False,False
21334,True,False,False,False
21335,True,False,False,False
21336,True,False,False,False
21337,True,False,False,False
21338,True,False,False,False
21339,True,False,False,False
21340,True,False,False,False
21341,True,False,False,False
21342,True,False,False,False
21343,True,False,False,False
21344,True,False,False,False
21345,True,False,False,False
21346,True,False,False,False
21347,True,False,False,False
21348,True,False,False,False
21349,True,False,False,False
21350,True,False,False,False
21351,True,False,False,False
21352,True,False,False,False
21353,True,False,False,False
21354,True,False,False,False
21355,True,False,False,False
21356,True,False,False,False
21357,True,False,False,False
21358,True,False,False,False
21359,True,False,False,False
21360,True,False,False,False
21361,True,False,False,False
21362,True,False,False,False
21363,True,False,False,False
21364,True,False,False,False
21365,True,False,False,False
21366,True,False,False,False
21367,True,False,False,False
21368,True,False,False,False
21369,True,False,False,False
21370,True,False,False,False
21371,True,False,False,False
21372,True,False,False,False
21373,True,False,False,False
21374,True,False,False,False
21375,True,False,False,False
21376,True,False,False,False
21377,True,False,False,False
21378,True,False,False,False
21379,True,False,False,False
21380,True,False,False,False
21381,True,False,False,False
21382,True,False,False,False
21383,True,False,False,False
21384,True,False,False,False
21385,True,False,False,False
21386,True,False,False,False
21387,True,False,False,False
21388,True,False,False,False
21389,True,False,False,False
21390,True,False,False,False
21391,True,False,False,False
21392,True,False,False,False
21393,True,False,False,False
21394,True,False,False,False
21395,True,False,False,False
21396,True,False,False,False
21397,True,False,False,False
21398,True,False,False,False
21399,True,False,False,False
21400,True,False,False,False
21401,True,False,False,False
21402,True,False,False,False
21403,True,False,False,False
21404,True,False,False,False
21405,True,False,False,False
21406,True,False,False,False
21407,True,False,False,False
21408,True,False,False,False
21409,True,False,False,False
21410,True,False,False,False
21411,True,False,False,False
21412,True,False,False,False
21413,True,False,False,False
21414,True,False,False,False
21415,True,False,False,False
21416,True,False,False,False
21417,True,False,False,False
21418,True,False,False,False
21419,True,False,False,False
21420,True,False,False,False
21421,True,False,False,False
21422,True,False,False,False
21423,True,False,False,False
21424,True,False,False,False
21425,True,False,False,False
21426,True,False,False,False
21427,True,False,False,False
21428,True,False,False,False
21429,True,False,False,False
21430,True,False,False,False
21431,True,False,False,False
21432,True,False,False,False
21433,True,False,False,False
21434,True,False,False,False
21435,True,False,False,False
21436,True,False,False,False
21437,True,False,False,False
21438,True,False,False,False
21439,True,False,False,False
21440,True,False,False,False
21441,True,False,False,False
21442,True,False,False,False
21443,True,False,False,False
21444,True,False,False,False
21445,True,False,False,False
21446,True,False,False,False
21447,True,False,False,False
21448,True,False,False,False
21449,True,False,False,False
21450,True,False,False,False
21451,True,False,False,False
21452,True,False,False,False
21453,True,False,False,False
21454,True,False,False,False
21455,True,False,False,False
21456,True,False,False,False
21457,True,False,False,False
21458,True,False,False,False
21459,True,False,False,False
